NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
CELLULAR RESPONSE TO INTERLEUKIN-17%GOBP%GO:0097398	4		Rejected!	
PATTERN SPECIFICATION INVOLVED IN METANEPHROS DEVELOPMENT%GOBP%GO:0072268	2		Rejected!	
N-TERMINAL PEPTIDYL-GLYCINE METHYLATION%GOBP%GO:0018013	1		Rejected!	
REGULATION OF MAINTENANCE OF MITOTIC SISTER CHROMATID COHESION, TELOMERIC%GOBP%GO:1904907	2		Rejected!	
POSITIVE REGULATION OF CHONDROCYTE PROLIFERATION%GOBP%GO:1902732	4		Rejected!	
REGULATION OF CALCIUM ION-DEPENDENT EXOCYTOSIS OF NEUROTRANSMITTER%GOBP%GO:1903233	2		Rejected!	
POSITIVE REGULATION OF GLYCOGEN CATABOLIC PROCESS%GOBP%GO:0045819	1		Rejected!	
TETRAHYDROBIOPTERIN BIOSYNTHETIC PROCESS%GOBP%GO:0006729	4		Rejected!	
POSITIVE REGULATION OF CARDIAC VASCULAR SMOOTH MUSCLE CELL DIFFERENTIATION%GOBP%GO:2000724	1		Rejected!	
POSITIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA PRODUCTION%GOBP%GO:0071636	13		Rejected!	
POSITIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0045737	12		Rejected!	
PROTEOGLYCAN BIOSYNTHETIC PROCESS%GOBP%GO:0030166	57	41		
POSITIVE REGULATION OF PROTEIN-CONTAINING COMPLEX ASSEMBLY%GOBP%GO:0031334	173	135		
REGULATION OF MITOTIC SISTER CHROMATID SEGREGATION%GOBP%GO:0033047	52	49		
REGULATION OF CILIUM MOVEMENT INVOLVED IN CELL MOTILITY%GOBP%GO:0060295	26		Rejected!	
REGULATION OF TRANSLATIONAL INITIATION%GOBP%GO:0006446	75	68		
REGULATION OF POSTSYNAPTIC CYTOSOLIC CALCIUM ION CONCENTRATION%GOBP%GO:0099566	1		Rejected!	
REGULATION OF INOSITOL-POLYPHOSPHATE 5-PHOSPHATASE ACTIVITY%GOBP%GO:0010924	1		Rejected!	
NEGATIVE REGULATION OF TYPE II INTERFERON PRODUCTION%GOBP%GO:0032689	29	24		
VASCULAR ENDOTHELIAL GROWTH FACTOR PRODUCTION%GOBP%GO:0010573	7		Rejected!	
METAPHASE/ANAPHASE TRANSITION OF MEIOSIS I%GOBP%GO:1990949	1		Rejected!	
NEGATIVE REGULATION OF EOSINOPHIL EXTRAVASATION%GOBP%GO:2000420	1		Rejected!	
BUNDLE OF HIS CELL ACTION POTENTIAL%GOBP%GO:0086043	5		Rejected!	
VERY-LOW-DENSITY LIPOPROTEIN PARTICLE REMODELING%GOBP%GO:0034372	7		Rejected!	
REGULATION OF DOPAMINE UPTAKE INVOLVED IN SYNAPTIC TRANSMISSION%GOBP%GO:0051584	8		Rejected!	
NEGATIVE REGULATION OF LIPOPROTEIN LIPID OXIDATION%GOBP%GO:0060588	1		Rejected!	
PENTOSE METABOLIC PROCESS%GOBP%GO:0019321	7		Rejected!	
ASPARAGINE CATABOLIC PROCESS%GOBP%GO:0006530	1		Rejected!	
NEGATIVE REGULATION OF CELLULAR ORGANOHALOGEN METABOLIC PROCESS%GOBP%GO:0090349	1		Rejected!	
PYRIMIDINE DEOXYRIBONUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009177	2		Rejected!	
ADULT FEEDING BEHAVIOR%GOBP%GO:0008343	7		Rejected!	
MICROTUBULE NUCLEATION BY INTERPHASE MICROTUBULE ORGANIZING CENTER%GOBP%GO:0051415	1		Rejected!	
REGULATION OF MONOATOMIC ANION TRANSMEMBRANE TRANSPORT%GOBP%GO:1903959	9		Rejected!	
PROTEIN MATURATION BY COPPER ION TRANSFER%GOBP%GO:0015680	1		Rejected!	
PHENYLACETATE CATABOLIC PROCESS%GOBP%GO:0010124	1		Rejected!	
SUCCINATE TRANSPORT%GOBP%GO:0015744	6		Rejected!	
ASYMMETRIC STEM CELL DIVISION%GOBP%GO:0098722	1		Rejected!	
PROPANOATE TRANSMEMBRANE TRANSPORT%GOBP%GO:0015730	1		Rejected!	
ESTABLISHMENT OR MAINTENANCE OF POLARITY OF EMBRYONIC EPITHELIUM%GOBP%GO:0016332	2		Rejected!	
POSITIVE REGULATION OF INTERLEUKIN-1 ALPHA PRODUCTION%GOBP%GO:0032730	4		Rejected!	
APOPTOTIC PROCESS INVOLVED IN HEART MORPHOGENESIS%GOBP%GO:0003278	1		Rejected!	
CYCLIC NUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0009214	2		Rejected!	
FOLIC ACID-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0006760	23	20		
NEGATIVE REGULATION OF FIBROBLAST GROWTH FACTOR RECEPTOR SIGNALING PATHWAY INVOLVED IN URETERIC BUD FORMATION%GOBP%GO:2000703	1		Rejected!	
NEGATIVE REGULATION OF CELL FATE SPECIFICATION%GOBP%GO:0009996	3		Rejected!	
HOMOTYPIC CELL-CELL ADHESION%GOBP%GO:0034109	53	41		
REGULATION OF CALCIUM ION EXPORT ACROSS PLASMA MEMBRANE%GOBP%GO:1905912	2		Rejected!	
G PROTEIN-COUPLED RECEPTOR CATABOLIC PROCESS%GOBP%GO:1990172	2		Rejected!	
RESPONSE TO XENOBIOTIC STIMULUS%GOBP%GO:0009410	190	109		
POSITIVE REGULATION OF IMMATURE T CELL PROLIFERATION IN THYMUS%GOBP%GO:0033092	3		Rejected!	
RESPONSE TO INACTIVITY%GOBP%GO:0014854	5		Rejected!	
REGULATION OF CD86 PRODUCTION%GOBP%GO:0150140	1		Rejected!	
NEGATIVE REGULATION OF LEUCINE IMPORT%GOBP%GO:0060358	2		Rejected!	
ISLET AMYLOID POLYPEPTIDE PROCESSING%GOBP%GO:0034231	1		Rejected!	
LYSOBISPHOSPHATIDIC ACID METABOLIC PROCESS%GOBP%GO:2001311	2		Rejected!	
CYSTEINYL-TRNA AMINOACYLATION%GOBP%GO:0006423	2		Rejected!	
REGULATION OF ASPARTIC-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN AMYLOID PRECURSOR PROTEIN CATABOLIC PROCESS%GOBP%GO:1902959	7		Rejected!	
NEGATIVE REGULATION OF SKELETAL MUSCLE TISSUE GROWTH%GOBP%GO:0048632	1		Rejected!	
CELLULAR MACROMOLECULE LOCALIZATION%GOBP%GO:0070727	1369		Rejected!	
PROTEIN METABOLIC PROCESS%GOBP%GO:0019538	2909		Rejected!	
PEPTIDE AMIDATION%GOBP%GO:0001519	2		Rejected!	
NAD BIOSYNTHETIC PROCESS%GOBP%GO:0009435	20		Rejected!	
ESTABLISHMENT OF CELL POLARITY INVOLVED IN AMEBOIDAL CELL MIGRATION%GOBP%GO:0003365	3		Rejected!	
SCHWANN CELL PROLIFERATION%GOBP%GO:0014010	1		Rejected!	
ACTIN FILAMENT BUNDLE DISTRIBUTION%GOBP%GO:0070650	1		Rejected!	
RHOMBOMERE MORPHOGENESIS%GOBP%GO:0021593	1		Rejected!	
'DE NOVO' IMP BIOSYNTHETIC PROCESS%GOBP%GO:0006189	4		Rejected!	
BILE ACID METABOLIC PROCESS%GOBP%GO:0008206	32	20		
ARGININE CATABOLIC PROCESS TO GLUTAMATE%GOBP%GO:0019544	1		Rejected!	
FEMALE PRONUCLEUS ASSEMBLY%GOBP%GO:0035038	1		Rejected!	
MAINTENANCE OF PROTEIN LOCATION%GOBP%GO:0045185	78	68		
FAT-SOLUBLE VITAMIN METABOLIC PROCESS%GOBP%GO:0006775	36		Rejected!	
RETINOIC ACID METABOLIC PROCESS%GOBP%GO:0042573	27		Rejected!	
REGULATION OF INTESTINAL LIPID ABSORPTION%GOBP%GO:1904729	6		Rejected!	
PYRIMIDINE DEOXYRIBONUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009221	4		Rejected!	
POSITIVE REGULATION OF TELOMERIC LOOP DISASSEMBLY%GOBP%GO:1904535	1		Rejected!	
REGULATION OF ATRIAL CARDIAC MUSCLE CELL MEMBRANE REPOLARIZATION%GOBP%GO:0060372	7		Rejected!	
VESICLE SCISSION%GOBP%GO:0099050	2		Rejected!	
POSITIVE REGULATION OF STEM CELL PROLIFERATION%GOBP%GO:2000648	19		Rejected!	
MULTICELLULAR ORGANISMAL RESPONSE TO STRESS%GOBP%GO:0033555	17		Rejected!	
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO CHROMOSOME, TELOMERIC REGION%GOBP%GO:1904816	12		Rejected!	
REGULATION OF HEART RATE BY CARDIAC CONDUCTION%GOBP%GO:0086091	40	22		
METHOTREXATE TRANSPORT%GOBP%GO:0051958	1		Rejected!	
NEGATIVE REGULATION OF PEPTIDE HORMONE SECRETION%GOBP%GO:0090278	21		Rejected!	
PROTEIN LOCALIZATION TO CONDENSED CHROMOSOME%GOBP%GO:1903083	13		Rejected!	
CARBOHYDRATE DERIVATIVE BIOSYNTHETIC PROCESS%GOBP%GO:1901137	517		Rejected!	
POSITIVE REGULATION OF MESENCHYMAL STEM CELL DIFFERENTIATION%GOBP%GO:2000741	4		Rejected!	
POSITIVE REGULATION OF DOPAMINE UPTAKE INVOLVED IN SYNAPTIC TRANSMISSION%GOBP%GO:0051586	3		Rejected!	
REGULATION OF LIPID TRANSPORT ACROSS BLOOD-BRAIN BARRIER%GOBP%GO:1903000	1		Rejected!	
REGULATION OF EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0042058	58	46		
REGULATION OF CYTOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0001959	131	104		
ESTABLISHMENT OF ENDOTHELIAL INTESTINAL BARRIER%GOBP%GO:0090557	11		Rejected!	
EPIGENETIC PROGRAMMING IN THE ZYGOTIC PRONUCLEI%GOBP%GO:0044725	9		Rejected!	
POSITIVE T CELL SELECTION%GOBP%GO:0043368	21	19		
ER-DEPENDENT PEROXISOME ORGANIZATION%GOBP%GO:0032581	1		Rejected!	
SPINAL CORD VENTRAL COMMISSURE MORPHOGENESIS%GOBP%GO:0021965	1		Rejected!	
REGULATION OF CARDIAC MUSCLE CONTRACTION BY CALCIUM ION SIGNALING%GOBP%GO:0010882	22		Rejected!	
POSITIVE REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY%GOBP%GO:0032233	52	41		
LUNG CELL DIFFERENTIATION%GOBP%GO:0060479	3		Rejected!	
GLUCAGON SECRETION%GOBP%GO:0070091	1		Rejected!	
POSITIVE REGULATION OF HYDROGEN SULFIDE BIOSYNTHETIC PROCESS%GOBP%GO:1904828	1		Rejected!	
PROTEIN INSERTION INTO MITOCHONDRIAL MEMBRANE%GOBP%GO:0051204	5		Rejected!	
POSITIVE REGULATION OF CELL CHEMOTAXIS TO FIBROBLAST GROWTH FACTOR%GOBP%GO:1904849	3		Rejected!	
HAIR FOLLICLE PLACODE FORMATION%GOBP%GO:0060789	2		Rejected!	
REGULATION OF RECEPTOR RECYCLING%GOBP%GO:0001919	18	16		
OPTIC VESICLE MORPHOGENESIS%GOBP%GO:0003404	2		Rejected!	
REGULATION OF CHONDROCYTE DIFFERENTIATION%GOBP%GO:0032330	28		Rejected!	
T CELL ACTIVATION VIA T CELL RECEPTOR CONTACT WITH ANTIGEN BOUND TO MHC MOLECULE ON ANTIGEN PRESENTING CELL%GOBP%GO:0002291	2		Rejected!	
POSITIVE REGULATION OF ENDOTHELIAL CELL-MATRIX ADHESION VIA FIBRONECTIN%GOBP%GO:1904906	5		Rejected!	
CADMIUM ION TRANSPORT%GOBP%GO:0015691	5		Rejected!	
POSITIVE REGULATION OF TOLL-LIKE RECEPTOR 9 SIGNALING PATHWAY%GOBP%GO:0034165	4		Rejected!	
ERYTHROSE 4-PHOSPHATE/PHOSPHOENOLPYRUVATE FAMILY AMINO ACID CATABOLIC PROCESS%GOBP%GO:1902222	6		Rejected!	
CENTROSOME-TEMPLATED MICROTUBULE NUCLEATION%GOBP%GO:0090222	2		Rejected!	
TOLL-LIKE RECEPTOR 8 SIGNALING PATHWAY%GOBP%GO:0034158	2		Rejected!	
POSITIVE REGULATION OF PROTEOLYSIS%GOBP%GO:0045862	289		Rejected!	
GLYCEROL BIOSYNTHETIC PROCESS FROM PYRUVATE%GOBP%GO:0046327	2		Rejected!	
REGULATION OF MITOTIC SPINDLE CHECKPOINT%GOBP%GO:1903504	22	21		
ESCRT III COMPLEX DISASSEMBLY%GOBP%GO:1904903	10		Rejected!	
MODULATION BY HOST OF VIRAL RNA GENOME REPLICATION%GOBP%GO:0044830	5		Rejected!	
NEGATIVE REGULATION OF IMMUNOLOGICAL SYNAPSE FORMATION%GOBP%GO:2000521	1		Rejected!	
NEURON MIGRATION%GOBP%GO:0001764	65	41		
NEGATIVE REGULATION OF MICROTUBULE NUCLEATION%GOBP%GO:1905833	1		Rejected!	
DETECTION OF MURAMYL DIPEPTIDE%GOBP%GO:0032498	1		Rejected!	
REGULATION OF GOLGI TO PLASMA MEMBRANE PROTEIN TRANSPORT%GOBP%GO:0042996	8		Rejected!	
REGULATION OF OLIGOPEPTIDE TRANSPORT%GOBP%GO:0090088	2		Rejected!	
NEGATIVE REGULATION OF STRIATED MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051154	19		Rejected!	
TORC2 SIGNALING%GOBP%GO:0038203	6		Rejected!	
ESTABLISHMENT OF MEIOTIC SISTER CHROMATID COHESION%GOBP%GO:0034089	4		Rejected!	
POSITIVE REGULATION OF AMINO ACID METABOLIC PROCESS%GOBP%GO:0045764	2		Rejected!	
REGULATION OF MESENCHYMAL CELL APOPTOTIC PROCESS INVOLVED IN METANEPHROS DEVELOPMENT%GOBP%GO:1900211	2		Rejected!	
ESTABLISHMENT OF PROTEIN LOCALIZATION TO PEROXISOME%GOBP%GO:0072663	20	19		
FUSION OF SPERM TO EGG PLASMA MEMBRANE INVOLVED IN SINGLE FERTILIZATION%GOBP%GO:0007342	26		Rejected!	
REGULATION OF T-CIRCLE FORMATION%GOBP%GO:1904429	6		Rejected!	
POSITIVE REGULATION OF OPTIC NERVE FORMATION%GOBP%GO:2000597	1		Rejected!	
REGULATION OF CHROMATIN BINDING%GOBP%GO:0035561	11		Rejected!	
POSITIVE REGULATION OF INFLAMMASOME-MEDIATED SIGNALING PATHWAY%GOBP%GO:0141087	21	18		
NEGATIVE REGULATION OF FOREBRAIN NEURON DIFFERENTIATION%GOBP%GO:2000978	2		Rejected!	
ANTIGEN PROCESSING AND PRESENTATION%GOBP%GO:0019882	91	75		
PROTEIN LOCALIZATION TO JUXTAPARANODE REGION OF AXON%GOBP%GO:0071205	4		Rejected!	
ESTABLISHMENT OF PROTEIN LOCALIZATION%GOBP%GO:0045184	793		Rejected!	
NUCLEOBASE METABOLIC PROCESS%GOBP%GO:0009112	27	20		
FATTY ACID ELONGATION, POLYUNSATURATED FATTY ACID%GOBP%GO:0034626	7		Rejected!	
SENSORY PERCEPTION OF CHEMICAL STIMULUS%GOBP%GO:0007606	294	26		
POSITIVE REGULATION OF MITOCHONDRIAL OUTER MEMBRANE PERMEABILIZATION INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1901030	7		Rejected!	
NEGATIVE REGULATION OF NITROGEN COMPOUND METABOLIC PROCESS%GOBP%GO:0051172	1779		Rejected!	
CILIUM MOVEMENT%GOBP%GO:0003341	146	47		
REGULATION OF ERK5 CASCADE%GOBP%GO:0070376	2		Rejected!	
EPITHELIAL TO MESENCHYMAL TRANSITION INVOLVED IN CARDIAC FIBROBLAST DEVELOPMENT%GOBP%GO:0060940	2		Rejected!	
POSITIVE REGULATION OF ALDOSTERONE SECRETION%GOBP%GO:2000860	1		Rejected!	
RENAL SYSTEM PROCESS INVOLVED IN REGULATION OF BLOOD VOLUME%GOBP%GO:0001977	10		Rejected!	
MEDULLA OBLONGATA DEVELOPMENT%GOBP%GO:0021550	1		Rejected!	
PROTEIN GLYCOSYLATION%GOBP%GO:0006486	181	140		
REGULATION OF ANTIBACTERIAL PEPTIDE PRODUCTION%GOBP%GO:0002786	4		Rejected!	
GOLGI VESICLE PREFUSION COMPLEX STABILIZATION%GOBP%GO:0048213	1		Rejected!	
CELLULAR RESPONSE TO ANTIBIOTIC%GOBP%GO:0071236	5		Rejected!	
POSITIVE REGULATION OF SPROUTING ANGIOGENESIS%GOBP%GO:1903672	16		Rejected!	
REGULATION OF CARTILAGE DEVELOPMENT%GOBP%GO:0061035	36		Rejected!	
PREASSEMBLY OF GPI ANCHOR IN ER MEMBRANE%GOBP%GO:0016254	8		Rejected!	
MIRNA-MEDIATED POST-TRANSCRIPTIONAL GENE SILENCING%GOBP%GO:0035195	28	27		
ALCOHOL CATABOLIC PROCESS%GOBP%GO:0046164	23	15		
POSITIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING%GOBP%GO:1904358	36	35		
POSTSYNAPTIC SIGNAL TRANSDUCTION%GOBP%GO:0098926	39	16		
CALCIUM ACTIVATED PHOSPHOLIPID SCRAMBLING%GOBP%GO:0061588	2		Rejected!	
RESPONSE TO STIMULUS INVOLVED IN REGULATION OF MUSCLE ADAPTATION%GOBP%GO:0014874	7		Rejected!	
POSITIVE REGULATION OF NEUTROPHIL MEDIATED CYTOTOXICITY%GOBP%GO:0070960	2		Rejected!	
MAST CELL SECRETORY GRANULE ORGANIZATION%GOBP%GO:0033364	2		Rejected!	
CELL CYCLE DNA REPLICATION INITIATION%GOBP%GO:1902292	5		Rejected!	
POSITIVE REGULATION OF CELL PROLIFERATION INVOLVED IN HEART MORPHOGENESIS%GOBP%GO:2000138	4		Rejected!	
ENDOPLASMIC RETICULUM TO GOLGI VESICLE-MEDIATED TRANSPORT%GOBP%GO:0006888	124	112		
MODULATION BY SYMBIONT OF ENTRY INTO HOST%GOBP%GO:0052372	53	38		
INTRACELLULAR WATER HOMEOSTASIS%GOBP%GO:0009992	6		Rejected!	
OOCYTE DIFFERENTIATION%GOBP%GO:0009994	28		Rejected!	
MITOTIC NUCLEAR DIVISION%GOBP%GO:0140014	149	135		
EPIDIDYMIS DEVELOPMENT%GOBP%GO:1905867	1		Rejected!	
REGULATION OF RETROGRADE TRANS-SYNAPTIC SIGNALING BY ENDOCANABINOID%GOBP%GO:0099178	1		Rejected!	
PLASMACYTOID DENDRITIC CELL ACTIVATION%GOBP%GO:0002270	2		Rejected!	
SKELETAL SYSTEM MORPHOGENESIS%GOBP%GO:0048705	87	39		
PROTEIN LOCALIZATION TO VACUOLAR MEMBRANE%GOBP%GO:1903778	1		Rejected!	
POSITIVE REGULATION OF EMBRYONIC DEVELOPMENT%GOBP%GO:0040019	21		Rejected!	
NON-CANONICAL NF-KAPPAB SIGNAL TRANSDUCTION%GOBP%GO:0038061	31	29		
NEGATIVE REGULATION OF GLIOGENESIS%GOBP%GO:0014014	18		Rejected!	
CELLULAR RESPONSE TO VASOPRESSIN%GOBP%GO:1904117	5		Rejected!	
PLASMA MEMBRANE ORGANIZATION%GOBP%GO:0007009	117	72		
NEGATIVE REGULATION OF OOCYTE DEVELOPMENT%GOBP%GO:0060283	1		Rejected!	
MITOCHONDRIAL GENE EXPRESSION%GOBP%GO:0140053	140	135		
REGULATION OF ACTIVATED CD8-POSITIVE, ALPHA-BETA T CELL APOPTOTIC PROCESS%GOBP%GO:1905402	1		Rejected!	
PEPTIDE ANTIGEN TRANSPORT%GOBP%GO:0046968	3		Rejected!	
NEGATIVE REGULATION OF MITOTIC CELL CYCLE%GOBP%GO:0045930	184	156		
EPICARDIUM-DERIVED CARDIAC FIBROBLAST CELL DIFFERENTIATION%GOBP%GO:0060938	3		Rejected!	
IRON ION TRANSPORT%GOBP%GO:0006826	37	29		
REGULATION OF ERK1 AND ERK2 CASCADE%GOBP%GO:0070372	245	151		
GMP SALVAGE%GOBP%GO:0032263	2		Rejected!	
QUINONE BIOSYNTHETIC PROCESS%GOBP%GO:1901663	14		Rejected!	
REGULATION OF SYNAPTIC TRANSMISSION, CHOLINERGIC%GOBP%GO:0032222	4		Rejected!	
LIPID METABOLIC PROCESS%GOBP%GO:0006629	970		Rejected!	
POSITIVE REGULATION OF LEUKOCYTE ADHESION TO VASCULAR ENDOTHELIAL CELL%GOBP%GO:1904996	18	15		
POSITIVE REGULATION OF CYTOSOLIC CALCIUM ION CONCENTRATION INVOLVED IN EGG ACTIVATION%GOBP%GO:0060470	1		Rejected!	
NEGATIVE REGULATION OF DNA LIGASE ACTIVITY%GOBP%GO:1904876	1		Rejected!	
REGULATION OF RUFFLE ASSEMBLY%GOBP%GO:1900027	25	20		
POSITIVE REGULATION OF RNA EXPORT FROM NUCLEUS%GOBP%GO:0046833	5		Rejected!	
NEURON PROJECTION FASCICULATION%GOBP%GO:0106030	13		Rejected!	
MACROPHAGE COLONY-STIMULATING FACTOR SIGNALING PATHWAY%GOBP%GO:0038145	1		Rejected!	
NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING 2 SIGNALING PATHWAY%GOBP%GO:0070431	8		Rejected!	
DNA SYNTHESIS INVOLVED IN DNA REPAIR%GOBP%GO:0000731	37	33		
CYTOSINE METABOLIC PROCESS%GOBP%GO:0019858	1		Rejected!	
NEGATIVE REGULATION OF DENSE CORE GRANULE BIOGENESIS%GOBP%GO:2000706	1		Rejected!	
REGULATION OF MAINTENANCE OF MITOTIC SISTER CHROMATID COHESION, CENTROMERIC%GOBP%GO:2000718	2		Rejected!	
POSITIVE REGULATION OF MUSCLE ADAPTATION%GOBP%GO:0014744	4		Rejected!	
PROTEIN TARGETING TO VACUOLE INVOLVED IN AUTOPHAGY%GOBP%GO:0071211	6		Rejected!	
HEPARIN CATABOLIC PROCESS%GOBP%GO:0030211	1		Rejected!	
REGULATION OF FAT CELL APOPTOTIC PROCESS%GOBP%GO:1904649	1		Rejected!	
PROTEIN LOCALIZATION TO KINETOCHORE INVOLVED IN KINETOCHORE ASSEMBLY%GOBP%GO:1903394	1		Rejected!	
RESPONSE TO DIACYL BACTERIAL LIPOPEPTIDE%GOBP%GO:0071724	4		Rejected!	
REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY%GOBP%GO:0002715	42	35		
NEGATIVE REGULATION OF SINGLE STRANDED VIRAL RNA REPLICATION VIA DOUBLE STRANDED DNA INTERMEDIATE%GOBP%GO:0045869	15		Rejected!	
MEMBRANE TO MEMBRANE DOCKING%GOBP%GO:0022614	5		Rejected!	
NEGATIVE REGULATION OF GENE EXPRESSION VIA CPG ISLAND METHYLATION%GOBP%GO:0044027	11		Rejected!	
REGULATION OF INTRACELLULAR MRNA LOCALIZATION%GOBP%GO:1904580	3		Rejected!	
PHYTOL METABOLIC PROCESS%GOBP%GO:0033306	2		Rejected!	
REGULATION OF T-HELPER 2 CELL ACTIVATION%GOBP%GO:2000569	1		Rejected!	
UMBILICAL CORD MORPHOGENESIS%GOBP%GO:0036304	2		Rejected!	
B-1 B CELL HOMEOSTASIS%GOBP%GO:0001922	1		Rejected!	
EOSINOPHIL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002278	5		Rejected!	
REGULATION OF VASCULAR WOUND HEALING%GOBP%GO:0061043	9		Rejected!	
POSITIVE REGULATION OF LIGASE ACTIVITY%GOBP%GO:0051351	6		Rejected!	
REGULATION OF NEURAL RETINA DEVELOPMENT%GOBP%GO:0061074	3		Rejected!	
REGULATION OF TRANS-SYNAPTIC SIGNALING%GOBP%GO:0099177	272	154		
SENSORY PERCEPTION OF BITTER TASTE%GOBP%GO:0050913	40		Rejected!	
CELLULAR RESPONSE TO OXIDISED LOW-DENSITY LIPOPROTEIN PARTICLE STIMULUS%GOBP%GO:0140052	11		Rejected!	
REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0043376	8		Rejected!	
REGULATION OF ACTIN PHOSPHORYLATION%GOBP%GO:0043538	1		Rejected!	
POSITIVE REGULATION OF CARDIAC MUSCLE FIBER DEVELOPMENT%GOBP%GO:0055020	1		Rejected!	
PUTRESCINE BIOSYNTHETIC PROCESS%GOBP%GO:0009446	5		Rejected!	
NEGATIVE REGULATION OF CELL SIZE%GOBP%GO:0045792	6		Rejected!	
TERMINATION OF RNA POLYMERASE II TRANSCRIPTION%GOBP%GO:0006369	14		Rejected!	
RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL BY ENDOPLASMIC RETICULUM%GOBP%GO:1903514	8		Rejected!	
REGULATION OF NITRIC OXIDE MEDIATED SIGNAL TRANSDUCTION%GOBP%GO:0010749	3		Rejected!	
PIGMENT GRANULE TRANSPORT%GOBP%GO:0051904	16		Rejected!	
REGULATION OF N-TERMINAL PROTEIN PALMITOYLATION%GOBP%GO:0060254	1		Rejected!	
MITOTIC DNA INTEGRITY CHECKPOINT SIGNALING%GOBP%GO:0044774	76	68		
BRAIN-DERIVED NEUROTROPHIC FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0031547	4		Rejected!	
PROTEIN N-LINKED GLYCOSYLATION VIA ARGININE%GOBP%GO:0042543	1		Rejected!	
POSITIVE REGULATION OF HEXOKINASE ACTIVITY%GOBP%GO:1903301	2		Rejected!	
CHEMOATTRACTION OF SEROTONERGIC NEURON AXON%GOBP%GO:0036517	1		Rejected!	
NEGATIVE REGULATION OF CELL CYCLE CHECKPOINT%GOBP%GO:1901977	3		Rejected!	
NEGATIVE REGULATION OF MITOCHONDRIAL ELECTRON TRANSPORT, NADH TO UBIQUINONE%GOBP%GO:1902957	1		Rejected!	
HEME A BIOSYNTHETIC PROCESS%GOBP%GO:0006784	2		Rejected!	
RETROTRAPEZOID NUCLEUS NEURON DIFFERENTIATION%GOBP%GO:0061452	1		Rejected!	
REGULATION OF TERMINATION OF RNA POLYMERASE II TRANSCRIPTION%GOBP%GO:1904594	4		Rejected!	
RETROGRADE TRANS-SYNAPTIC SIGNALING%GOBP%GO:0098917	2		Rejected!	
PROTEIN SIALYLATION%GOBP%GO:1990743	4		Rejected!	
METANEPHRIC DISTAL TUBULE MORPHOGENESIS%GOBP%GO:0072287	1		Rejected!	
N-TERMINAL PEPTIDYL-GLUTAMIC ACID ACETYLATION%GOBP%GO:0018002	2		Rejected!	
EOSINOPHIL ACTIVATION%GOBP%GO:0043307	5		Rejected!	
NEGATIVE REGULATION OF ZINC ION TRANSPORT%GOBP%GO:0071582	1		Rejected!	
CYTOSOLIC RIBOSOME ASSEMBLY%GOBP%GO:0042256	8		Rejected!	
POSITIVE REGULATION OF MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0048026	26	17		
UDP-N-ACETYLGLUCOSAMINE BIOSYNTHETIC PROCESS%GOBP%GO:0006048	8		Rejected!	
REGULATION OF NERVE GROWTH FACTOR PRODUCTION%GOBP%GO:0032903	1		Rejected!	
REGULATION OF CYTOKINE ACTIVITY%GOBP%GO:0060300	3		Rejected!	
CARBOXYLIC ACID TRANSPORT%GOBP%GO:0046942	239	132		
CELL-CELL SIGNALING%GOBP%GO:0007267	738		Rejected!	
TELOMERASE HOLOENZYME COMPLEX ASSEMBLY%GOBP%GO:1905323	4		Rejected!	
NEURAL FOLD ELEVATION FORMATION%GOBP%GO:0021502	2		Rejected!	
HEMATOPOIETIC STEM CELL MIGRATION TO BONE MARROW%GOBP%GO:0097241	4		Rejected!	
NEGATIVE REGULATION OF DOPAMINE METABOLIC PROCESS%GOBP%GO:0045963	2		Rejected!	
REGULATION OF IRON ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0034759	3		Rejected!	
GLUCOSAMINE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:1901071	23	16		
